1,1,333,340,49,107,0.8134903311729431,-1,-1,-1
1,2,98,407,57,131,0.8132416009902954,-1,-1,-1
1,3,735,321,36,101,0.7913521528244019,-1,-1,-1
1,4,830,415,43,123,0.7108162045478821,-1,-1,-1
1,5,792,337,47,114,0.6754019856452942,-1,-1,-1
1,6,380,345,35,103,0.6716684103012085,-1,-1,-1
1,7,584,303,30,94,0.6585313677787781,-1,-1,-1
1,8,478,303,32,95,0.6237253546714783,-1,-1,-1
1,9,207,394,39,99,0.6161112785339355,-1,-1,-1
1,10,834,335,34,98,0.5758999586105347,-1,-1,-1
1,11,172,411,49,128,0.5723612308502197,-1,-1,-1
1,12,715,296,28,94,0.5444707274436951,-1,-1,-1
1,13,681,511,40,28,0.47277629375457764,-1,-1,-1
1,14,513,304,33,93,0.4439413249492645,-1,-1,-1
1,15,616,300,18,86,0.35946810245513916,-1,-1,-1
2,1,332,341,49,108,0.7949463725090027,-1,-1,-1
2,2,99,407,57,132,0.8205603361129761,-1,-1,-1
2,3,734,320,36,101,0.7703162431716919,-1,-1,-1
2,4,831,415,42,121,0.7549878358840942,-1,-1,-1
2,5,791,340,46,110,0.5888442993164062,-1,-1,-1
2,6,380,346,35,102,0.6716359853744507,-1,-1,-1
2,7,585,304,29,91,0.60152667760849,-1,-1,-1
2,8,478,304,31,94,0.5970425009727478,-1,-1,-1
2,9,207,393,38,98,0.6834069490432739,-1,-1,-1
2,10,827,336,39,113,0.5422548651695251,-1,-1,-1
2,11,174,410,49,128,0.6761221885681152,-1,-1,-1
2,12,716,297,28,93,0.4107802212238312,-1,-1,-1
2,13,683,513,38,26,0.35289204120635986,-1,-1,-1
2,14,514,304,33,93,0.39669057726860046,-1,-1,-1
3,1,332,342,49,108,0.8268534541130066,-1,-1,-1
3,2,100,406,57,132,0.8425436615943909,-1,-1,-1
3,3,734,320,36,101,0.7427200078964233,-1,-1,-1
3,4,832,416,42,121,0.7655498385429382,-1,-1,-1
3,5,791,341,45,109,0.6006649732589722,-1,-1,-1
3,6,380,346,34,102,0.7012879848480225,-1,-1,-1
3,7,585,304,30,95,0.5924497246742249,-1,-1,-1
3,8,479,305,31,95,0.6533017754554749,-1,-1,-1
